pkg_name,app_name,developer,star,review,download,rating,update_date,description,app_type,size,engines,vt_5,vt_detection,sha
com.atpc,MP3 Downloader - Music Player,Super Music Player Downloader,4.4star,581K reviews,100M+,Teen,"Sep 7, 2023","Best free music player and YouTube player! Top music downloader! #1 Music app!  Download songs and play offline for free! AT Player: download free music! MP3 & all formats. Super sound quality. Hundreds of millions of users choose this super music app. Discover more than 300 million free songs! Keep your music playing while using other apps. Note: this app downloads music for offline listening from Podcasts, Dropbox, and Jamendo. You can stream YouTube music but cannot download music from YouTube. This app is NOT a YouTube music downloader. ( MP3 Player, YouTube Player, FM Radio, Free Offline MP3 Music Downloader )Download over 30 million MP3 songs fast and play offline music anytime with themes, equalizer, variable speed, bass boost. Listen to offline music & video, FM Radio, even when the screen is off.Best free music app: ⬇️ All features 100% free forever!  🎉 No limited skips, no accounts, no required subscriptions!Unlimited music, All-in-One player: free online streaming of any song. Listen to free music from smart recommendations: personalized playlists only for you. 💖 Any songs, movies, videos, artists, playlists from YouTube for any mood for free.Discover new & trending free music, identify any song playing around you in seconds, and download it!🚀 Lightweight and powerful Free Music Player supercharges YouTube videos with state-of-the-art features like an equalizer, bass boost, 50+ cool dark themes, sleep timer, ringtone cutter, lyrics, playlists, Dropbox, podcasts, etc.AT Player Free Music multitasking: listen to YouTube with our Floating Player while using other apps. With Pocket Mode, you can enjoy music effortlessly, as it keeps your phone on and safe from accidental taps, even in your pocket. As per YouTube's rules, the screen should stay on during playback. Yet, Pocket Mode or Offline & Radio tabs are ideal solutions for smooth listening.⭐️ Unlimited free music and movies with AT Music Player:• Find any song! Search music, playlists, albums, songs, artists, remixes, singles, covers, FM radio, podcasts, etc• Identify music playing nearby and get it fast• YouTube playlists import• Fully configurable Floating Player for multitasking• Listen to public playlists or import your playlists from YouTube• Free music unlimited playback using AI recommendation, music recognition, search-based playlists• Free music of all genres: Hip Hop, Reggaeton, K-Pop, Gospel, Electronic, Latin, Pop, R&B, Jazz, Disco, Country, Rock, Classical, etc• Discover the best free music by mood, activity, genres, daily top charts, weekly top playlists• 50+ Themes• High-Quality video player with multi-view and a/b repeat• Listen offline without wifi• Ringtone maker, MP3 cutter, Sleep timer• Movies, TV Shows, Audio Books: Comedy, Action, Sci-Fi, Romance, etc• Powerful, low system resources usage, minimum wifi / mobile data• Minimum ads, ad-free option• Over 100,000 FM radio stations⭐️ Music Player:• Offline background playback• Lyrics• All formats support: audio, video, lossless, MP3, FLAC, M4B, MP4, 3GP, MID, OGG, etc• Equalizer with presets: Hip Hop, Electronic, Dance, Jazz, Pop, Rock, Folk, Heavy Metal, Classical• Shuffle, Repeat, Bass boost• Headset Bluetooth controls• Variable speed playback• Unlimited playlists: favorites, history, recommendations• Share playlists, songsThis Music Player:Does not download YouTube videos.Does not cache YouTube content to play offline.Does not play YouTube in the background.Not affiliated with YouTube.Does not play YouTube when the screen is turned off.Use free music only for non-commercial purposes.",Music & Audio,13384275,,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",811AD7DAFCDFEE1771ECC77E8829FA161BB67075B5C9E2432A44BAC5347E45A8
com.mobincube.android.sc_3D6E43,,,,,,,,,,7022010,,0.0,[0.0],3F7610E79308CF076EE936BCA6C76379ABB900F758AAB7E96919FC09E7E213ED
khem.veasnaquote,Khem Veasna Quote,eBook KH,,,1K+,Everyone,"Jun 25, 2022","Khem Veasna ( [kʰɨm ʋiəhsnaː] born 11 December 1965) is a Cambodian politician and the founder of the League for Democracy Party.[1][2] He currently serves as the president of the League for Democracy Party (LDP).[3]Formerly, he was a member of the Sam Rainsy Party, and was listed as a nominee since 1998 but not elected until the 2003 National Assembly Election, when he became a member of the National Assembly for Prey Veng province. In 2005, he formed a political party called the League for Democracy Party. More Info : https://en.wikipedia.org/wiki/Khem_Veasna",Education,9622589,,0.0,[0.0],3F349DEE47A7D5D2AFBD9C2756E88F47347E71943F579315F671D05E3F95C949
com.naynad.nab.resepsambal,Resep Sambal Nusantara,NAYNAD_2015,,,50K+,Everyone,"Aug 23, 2020","Application of typical Indonesian recipes by ""NAYNAD"" is a complete application that contains a collection of Indonesian recipes and recipes the MOST COMPLETE Indonesian dishes! Complete with food recipes, beverage recipes, cake recipes, snack recipes, chili recipe, seafood recipes, home cooking recipes and other Indonesian recipes. (- Chicken Recipes - Fish Recipes - Vegetable Recipes - Meat Recipes - Mushroom Recipes)This Nusantara Recipe Application by ""NAYNAD"" is dedicated to those of you who are learning to cook or who like to cook so that it is easier to see Indonesian / Indonesian recipes without having to open and even buy a recipe book.The following are the typical Indonesian Sambal recipes in this recipe book application:- Sambal Bajak - Sambal Hijau - Sambal Bawang - Sambal Krecek - Sambal Pecit - Sambal Petis - Sambal Terasi - etc.What's in the Indonesian Recipe by ""NAYNAD"" application? Complete! ranging from those made from mushrooms, fish, vegetables, meat, chicken, etc.Cookies and beverage recipe books by ""NAYNAD"" include:- Recipe for Nusantara Snacks- Traditional Cake Recipes- Drinks and Dessert RecipesAnd there is also a cookbook according to the raw material, including:- Indonesian Chicken Recipes- Indonesian meat recipes- Indonesian Fish Recipes- Indonesian Vegetable Cooking Recipes- Indonesian Seafood Cooking Recipes- Archipelago Mushroom Recipes- and other recipesHopefully this Nusantara recipe by ""NAYNAD"" can help you become a housewife / chef who is good at cooking :)Note: This application is free and the recipe will always be updated, so please help rate this application :)",Food & Drink,10030627,adware/airpush!android,7.0,"[1.0, 1.0, 7.0]",34D1DBFF593813FFA67F4A324D2E019E7E9AE8387AB4ED6ABE0A566AA2B3970F
com.sporx,"Sporx - Spor Haber, Canlı Skor",Maksimum İletişim Hizmetleri A.Ş.,3.5star,10.2K reviews,1M+,Everyone,"Sep 7, 2023","Sporx - Sports News, Live Score with the latest sports news and live results in your pocket!- Breaking news and live scores from all sports branches,- Current standings, fixtures and match results from Turkish and European leagues,- As a Sporx classic, easy access to the events that will take place on all television channels and reminder notification for the program you wantand much more in the new Sporx app..Get ready for an exciting experience with Sporx, designed for sports enthusiasts! Live results, sports news and team statisticsWith its many features such as, we enable you to keep the pulse of the sports world.You can follow the performance of your favorite teams thanks to the live match results updated instantly with Sporx.You can easily access detailed information about their status and league rankings. In the sports news section, you can instantly update the last minute developments.You can learn and browse the latest news about your favorite teams.Thanks to the live scores, it is quite simple to follow the match results. Scores of your favorite teams in the matches without missing the goal momentsYou can follow and be informed about the developments with instant notifications. In addition, with Sporx, you can quickly and easily get banko betting tips.you can reach.Equipped with data such as detailed statistics of leagues, team performances, player statistics, Sporx is indispensable for sports fans.It becomes a resource. Follow live matches and special content about Beşiktaş, Fenerbahçe, Galatasaray and all other teams.you can.Thanks to the match tracking features, you can easily follow the last minute match scores of your favorite teams, watch the match summaries andYou can find detailed information about the matches. You can also review the fixtures for leagues and tournaments.Along with all this, you can customize Sporx according to your own preferences, determine your favorite teams and leagues and receive notifications.You can personalize it.Download Sporx now to access the most up-to-date and comprehensive information of the sports world and experience the passion for sports at its peak!",Sports,20747102,,0.0,[0.0],88D66FA7173B175A9B729FA7F4F81AD1369E7FC3F2D5B3388BB3EBB8033DA536
co.m16mb.secco.renamemyfiles,Rename My Files,Secco,3.2star,60 reviews,10K+,Everyone,"Jun 15, 2023","Do you perform the repetitive filename operations on many files?Do you need your files to be renamed according to a pattern?Are you fed up with you gallery videos and photos not shown in order?If your answer to any of the above questions is ""Yes"" the ""Rename My Files"" application is for you!Brief descriptionThe application allows to create rename rules which can be executed in a specific folder and perform repetitive filename operations on many filesDefine the rename rules and schedule them or run them directly form the app interface.The application has a scheduler which helps you automatize the rename process. you pick the time and set from 1 to 12 hours the interval with which the active rules shall be executed. This way you just need to define the timing and all the work will be done automatically for you.From the top-right menu you can run all the rules instantly whenever you wish. You can also run each rule separatelyThere is a preview function for every rule which helps you configure the replace text. It shows which files will be renamedYou can always consult the 'Rename History' log which stores all the past filenames' modifications.Creating/editing a rule1. Give your rule a name that is meaningful for you2. Set if the rule is Active. All the rules with Active status will be automatically executed by the scheduled rename job. The inactive rules are not executed by the scheduled rename job. Moreover, they are also hidden from the rule list (unless you indicated differently in the Settings screen). Inactive status can be useful e.g. if you want to run the rule only from the app interface.3. Indicate the folder where the rule shall run and look for files to rename. In Pro version you can also include all the subfolders4. Define the text to be replaced, the text to look for in the filename. If found, then it will be replaced with the value indicated in the field 'Replace with'. You can put whatever text you want. This text can be interpreted as a regular expression or the be case insensitive5. Indicate the text that will be used to replace the old one (can be left empty then just the old text will be removed)6. Indicate if the rename rule should be case sensitive. If selected, then the 'Replace what' text will be treated in a case insensitive way (eg. 'IMG' would match both 'img' and 'IMG' in the filename)7. Set if should be treated as a regular expression. If selected, then the 'Replace what' text of the rule will be treated as a regular expression (regex). If you don't know what it is, please select 'No'8. Set filename filter in case you wanted to rename only some specific files fitting a specific file mask. By default all the files in the folder are in scope. If you leave this field empty or put '*' all files are included. At least one asterisk '*' is mandatory to consider a filename filter correct (or leave it empty). If you need a case insensitive match, please set above 'Ignore case (case insensitivity)' to 'Yes'.9. Set if to overwrite files. If selected then in case the new filename already exists in the folder, the other/old file will be overwritten. If you decide to select 'Yes' be careful with this setting to prevent the data-loss!10. In Pro: decide if to include subfolders. If selected then all the subfolders of the selected folder will be checked for matching files11. In Pro: decide if to rename folders. If selected then not only files will be renamed by also all folders matching the ruleEnjoy the app!PRO FEATURES:The Pro Unlock Key allows to: - have unlimited number of rules - no advertisements - dark theme setting for the application - run the rule in all subfolders of the selected folder - rename not only files but also directories",Productivity,5118482,,0.0,[0.0],E1DB23F8A833252FB2201B63EC7C1B4A6248D5DCD4D948226A8E7F68345AD73C
com.tam.menhairstylelavanya,Men Hair Style Photo Editor,Tool Apps Of Mobile,,,1K+,Everyone,"Jul 25, 2022",Edit your photo with men hair style photo editor,Photography,9293416,,0.0,[0.0],D443AA3AA1B3D39888ADA57A2EA9BC87DBAE14FECBF15FC23CAB5E885421C462
com.softs.alexx.mynotepad,Basic Notes,TechSofts,,,100+,Everyone,"Feb 28, 2017","Simplest way to take notes, easy and fast! in a clean environment",Productivity,2212592,,0.0,[0.0],69F98A4A48CB86F38DC70047587AF6B539AD12A745A353A72A0BDB5A11722AC7
com.mobilesoft.weather.hungary,Hungary Weather,Mobile Soft,,,1K+,Everyone,"May 30, 2020","Hungary Weather app provides accurate weather forecasts (weather condition, wind, humidity, ephemeris, alerts) for all cities in Hungary for seven coming days. Its simple, intuitive and ergonomic interface provides easy access to weather data. If you like the app rate it and make the people around you know about it!",Weather,10742073,,0.0,[0.0],1D4510A9A2B01EBB489A8726EEE671A5B9A6C1F71DB22E5696A12E33B159CB8C
com.filemanager.files.explorer.boost.clean,,,,,,,,,,31746473,,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",8D26B655461CC27EF5FFF9C20CB1186A554E558C6F7B6D806C1FD98351801E65
com.ginnungagap808.autumntwinklelights,,,,,,,,,,10903003,,0.0,[0.0],1D28625FE2298DF6FA2F43C21531A5A1193EFDF2266BEB02FB75A08D4E583F8B
com.robinvanrodeman.bald_eagle,Bald Eagle Sounds,Robino Apps,4.4star,28 reviews,5K+,Everyone,"Aug 21, 2023",Over 30+ Eagle sounds !What sound does a bald eagle actually make ? FREEEEDOM !Add your own custom sound recorded from in the app!Just press the button and listen to all the sounds.Longclick to save the sounds to a local folder to use in other apps !Longclick to save as notification soundLongclick to save as ringtone sound.Loop sounds with the loop button at the top.Any suggestions or questions ? Be sure to mails us !Have fun and enjoy,Entertainment,8621993,,0.0,[0.0],1DBA386071F68874AE26CC95CEAD657BF57F9CD4F33D7CF4DC43328E4027035A
com.predictapps.Mobiletricks,All Secret Codes for Android,Predict Apps,3.9star,7.07K reviews,1M+,Everyone,"Sep 1, 2023","Master your Android phone within minutes using this application. Mobile devices support several secret codes. When those codes are typed manually from the phone they show some simple stats about your device. My phone guide contains a lot of useful information about your phone.Get the Mobile tricks and tips for android secret codes that will help you to increase your knowledge. Find the Latest technology Tricks and Tips for your android mobile. You will also be able to learn a lot of things about your android phone secret code. All the things are explained step by step. Stay connected with our Mobile guide app to get more secret android tips. We continuously add new tips for android and mobile tricks. Users are notified via a new update.Features🔑  Secret Codes Mobile phone secret codes are the sets of special commands or instruction that is executed to perform a specific task within your android devices. 📱  Device Info  Provides comprehensive device information. 🛠Smart ToolsThe handy toolbox has a number of smart tools.About the application!✓ Easy and simple interface.✓ Not needed extra Special permission to install this app.✓ Least app Size.✓ Impress and share unlimited knowledge with friends.✓ This app is offline so you don’t need to have an internet connection.✓ Tested Most of the codes with real devices.-----FAQs----- Who can use this application?  This application is intended for all android phone users. Users discover things they never knew their phone could do! How to use these secret codes?  Manually Type and execute these codes. ( some of the code may change the setting of your Phone but it is easily reversible ). What is the reason some codes do not run on my mobile phone? Some mobile phone manufacturers do not allow the use of these codes and they may not work on your phone. -----How to contact with app Team? If you have any concerns or suggestions, please do not hesitate to contact us at predictapps@gmail.com-----Upcoming features and known issues-----● Soon the app will be localized in other languages.● Addition of new features.● Ads free version.",Tools,6800794,,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",A2E589159BAD6DA452B3D1FA430256249C4AA47ACEE40859D516367708279E11
com.lomolsoft.dict.fedict,French English Dictionary | Fr,lomol language,,,5K+,Everyone,"Feb 9, 2023","The dictionary supports both offline and online translation, automatic retrieval of Chinese and English input, easy to use, support Chinese. English. Japanese. Korean. French. German. Spanish online translation and pronunciation, support English online listening learningThe main function:1. English and French offline translation2. Support Chinese. English. Japanese. Korean. French. German. Spanish online translation and pronunciation3. Support English online listening learning4. Support the new word record function5. Support history query record functionmain feature:1. Easy to use, easy and fast2. Offline online support at the same time3. The interface is beautiful and generousIf you encounter any software related problems during use, please contact us (you can email us via email)In the follow-up, we will continue to develop related dictionaries in other languages according to our needs, so that everyone can communicate and learn in daily life, so stay tuned!",Books & Reference,49135981,trojan.ewind.android.95 trojan ( 0053576b1 ) apprisk:generisk trojan.gen.mbt a variant of android/packed.jiagu.d potentially unsafe pua.androidos.jiagu trojan.generic.gwsjn program:win32/uwamson.a!ml trojan.etecer.buqf66.51 riskware/packaginguntrustworthyjiagu!android,10.0,[10.0],BC681FF7B2E05C9FD63ED69874979E8F580F2E367E2011465D9F76A78DB0C18F
com.TipsMelonPlaygroundMOD.MelonPlaygroundMobileTips,,,,,,,,,,11000359,adware.androidos.hiddenad.a!c adware.adspam.1 android.pua.general trojan ( 00589b081 ) adlibrary:generisk pua.gen.2 a variant of android/hiddad.arv not-a-virus:heur:adware.androidos.hiddenad.nx adware:android/hiddenad.f81f83bf trojan.hiddenad.android.68852 trojan/generic.asmalwad.39 pua:androidos/oxmaqe not-a-virus:heur:adware.androidos.hiddenad.nx apk:repmalware [trj] android.riskware.agent.ghknt dos.adware.hiddenad.bdhl adware/hiddad!android,17.0,[17.0],0C72B7A4036744FE76EA16350AB3DC1FD49BF65A587DFB9F618198F3C4880ED0
com.lomolsoft.dict.gedict,German English Dictionary | Ge,lomol language,4.3star,381 reviews,10K+,Everyone,"Feb 9, 2023","The dictionary supports both offline and online translation, automatic retrieval of Chinese and English input, easy to use, support Chinese. English. Japanese. Korean. French. German. Spanish online translation and pronunciation, support English online listening learningThe main function:1. English and German offline translation2. Support Chinese. English. Japanese. Korean. French. German. Spanish online translation and pronunciation3. Support English online listening learning4. Support the new word record function5. Support history query record functionmain feature:1. Easy to use, easy and fast2. Offline online support at the same time3. The interface is beautiful and generousIf you encounter any software related problems during use, please contact us (you can email us via email)In the follow-up, we will continue to develop related dictionaries in other languages according to our needs, so that everyone can communicate and learn in daily life, so stay tuned!",Books & Reference,60722648,trojan.linux.agent.hub elf.trojan.a1638967 rdn/ransom android.pua.general trojan ( 0053576b1 ) trojan.linux.agent.hub adlibrary:generisk a variant of android/packed.jiagu.d potentially unsafe trojan.linux.agent.hub trojan.106875.linux.1 rdn/ransom trojan.linux.agent.hub (b) apk:repmetagen [trj] trojan.generic.gwsmm ransom:win32/eris trojan.linux.agent.hub trojan.etecer.bs2tdr.3 pua.androidos.jiagu riskware/packaginguntrustworthyjiagu!android,19.0,[19.0],221E1F992C1B0EF8BB7ABF98573B49A99EE29AB7630E04A1AF38A223DDC8C9B2
com.muspelheim809.wintermix2018livewallpaper,,,,,,,,,,19266300,,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1D4EF86B3596F34187A8F124B3EE5950B8AA396FF1B8F49569EA083035E5133C
com.PlaytimePoppyChapter3Clue.CluesPoppyandPlaytimePart3,,,,,,,,,,12118567,adware.androidos.hiddenad.a!c adware.adspam.1 artemis!b535e35a6a9c android.pua.adware adware:android/hiddenad.b5d45ca7 trojan ( 00594eaa1 ) apprisk:generisk pua.gen.2 a variant of android/hiddad.arv not-a-virus:heur:adware.androidos.hiddenad.nx dos.adware.hiddenad.rwhl trojan.hiddenad.android.68787 artemis apk:repmalware [trj] detected android/hiddad.qtspn trojan/generic.asmalwad.39 malicious (score: 99) android.riskware.agent.ghkhl malware (ai score=89) trojan.androidos.hiddad adware/hiddad!android,22.0,[22.0],512F609A425AFB73A18ED9BE5E603BFA900F4A07CDF3D1F640A7AA9CC156E816
awesome.wallpapers.for.android,Awesome wallpapers for android,HOF live wallpapers,4.5star,55.7K reviews,10M+,Everyone,"Aug 16, 2023","Very cool and awesome collection of wallpapers for android, great for any android phone and device. Abstract and hd collection of wallpapers with a modern touch!🤩In this app you will find a great collection of HD wallpapers with amazing visual design that will fit your style, personalize your device even more by adjusting the effects to transform your background in something unique and eye chatching.What you will find in this app:⭐️ Almost 30 backgrounds.⭐️ HD wallpapers with various animations.⭐️ Unique and exclusive live wallpapers that you will not find anywhere else.⭐️ Great selection of HD Wallpapers, Glitter backgrounds, 4K Wallpapers & HD Live Wallpapers on Google Play Store, with fast and optimized system.Features in this app:- 3D magic sparkling glitter effect, tilt your phone after you enable it and the magic will happen, the glitter effect will sparkle all over the screen- Use your finger gestures to create a sparkle glitter effect on your screen- More than 10 different particles- More than 10 different animations- Magic touch: highly requested, now you have a live wallpaper that you can play with. We added 5 different touch effects. You can always disable this feature.- Various options for the particles. Maybe you want more particles on your screen? Or you want them to move faster? Or maybe you just want them to be bigger.- Cool and high definition wallpapers suitable for the size of your screen will mentain high visual quality on small or large phones even tablets.- We update our apps frequently to keep your screen stunning with new wallpapers- Add your own image or photo and customize your wallpaper as you wish- Optimized for Super IPS, AMOLED, OLED phone screens.- Easy to preview and set your favourite wallpaper, fast UI and quick loading.- We expanding our app, when you have some time just open the app and scroll through it to find new backgrounds.- Battery will not be affected by our apps.- You can also set all the backgrounds you see in this app as normal phone wallpapers.😍Customize your photo/selfie wallpaper:- Choose your own photo from gallery and adjust your live wallpapers effects as you wish. - Add a 3D glitter effect to make it more special and unique.We hope you enjoy our redesigned app with fresh backgrounds!🔥Click ""Apply"" and ""Set wallpaper"" in order to complete the activation process.If that doesn't work, apply this background from your phone's live wallpapers list.",Personalization,18112334,,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",AEFDE645484B7D44D22F57B68C0CBECB9CEDE46BE4A372CD1A6BD2C87147140F
com.AgihanMataWangDigital_7551101,,,,,,,,,,34597176,trojan.multi.generic.4!c android.pua.general trojan:android/fakeapp.3b0d1f6f trojan ( 0054e2561 ) android.adw.appsgeyser.aa adlibrary:generisk android/fakeapp.iy uds:dangerousobject.multi.generic riskware.android.fakeapp.fhuixa android.trojan.fakeapp.fajl malware.android/fakeapp.pai.gen artemis!trojan apk:repmalware [trj] android/fakeapp.pai.gen trojan/generic.asmalwad.1b pua:win32/presenoker detected artemis!a1134c421511 malware (ai score=93) trojan.androidos.fakeapp android/fakeapp.iy!tr,12.0,[12.0],81536981A71F7D97CD525275738BFC8DBDFFB29ED13195D0F0A51628852E9403
com.lomolsoft.dict.sedict,Spanish English Dictionary | S,lomol language,4.6star,121 reviews,5K+,Everyone,"Feb 9, 2023","The dictionary supports both offline and online translation, automatic retrieval of Chinese and English input, easy to use, support Chinese. English. Japanese. Korean. French. German. Spanish online translation and pronunciation, support English online listening learningThe main function:1. English Spanish offline translation2. Support Chinese. English. Japanese. Korean. French. German. Spanish online translation and pronunciation3. Support English online listening learning4. Support the new word record function5. Support history query record functionmain feature:1. Easy to use, easy and fast2. Offline online support at the same time3. The interface is beautiful and generousIf you encounter any software related problems during use, please contact us (you can email us via email)In the follow-up, we will continue to develop related dictionaries in other languages according to our needs, so that everyone can communicate and learn in daily life, so stay tuned!",Books & Reference,44163437,trojan.linux.agent.hub elf.trojan.a1638967 trojan.106875.linux.1 android.pua.general trojan ( 0053576b1 ) adlibrary:generisk a variant of android/packed.jiagu.d potentially unsafe trojan.linux.agent.hub trojan.linux.agent.hub (b) rdn/ransom trojan.generic.gwsmm android/agent.qkzox ransom:win32/eris trojan.linux.agent.hub rdn/ransom malware (ai score=89) trojan.etecer.bs2tdr.3 pua.androidos.jiagu riskware/packaginguntrustworthyjiagu!android,19.0,[19.0],BFBDB77E30D8CA897230B87075EBD5A63AF8D4E51D9C9E4CE7C70D11E188139B
com.afghan.af.ajmal.zahin,خانم رخشانه,Afghan.Af,,,1K+,Everyone,"Sep 26, 2022","With Raigan and without Niaz to the InternetI enjoyed it as Zepatrin Ahang Hai AfghanistanWhere is Bahtrin Ahang Hai Mokhteb?      It's so hotRa, with a picture online, and without the Internet, gosh dhaid, and Bahtrin Ahang.Others and Bahtrin Music Afghan High FluteCapability High Application:- full raigan- In Hamra, Matn Music- Pakhsh and the music control, here is the time, and even the state of the Gauchi lock!- Others are music, Hamisha Hamra Shamast.- Tarahi Ziba, plain and fast- Bahtrin Music Ha Glcin is very intense.- How high and loud sound and volume with a car km- Size of pien applicationAfghani ahangdamburhAfghani Mast MusicAhang, my bride, shad and afghani mistmahwash",Music & Audio,59347166,,0.0,"[0.0, 0.0]",761CA9D43F4A2C09F34C621C9A8F7C8AE49CAE304220769383E9052F9F74AF3A
com.wPavanInternet_7433126,,,,,,,,,,14330652,trojan.multi.generic.4!c android.fakeapp.a58b6 (pup) artemis!bd5e671888d5 trojan.fakeapp.android.5 android.pua.general trojan:android/fakeapp.bc7dbd36 trojan ( 0053c8571 ) apprisk:generisk android/fakeapp.iy uds:dangerousobject.multi.generic riskware.android.fakeapp.fhuixa malware@#1joe7d85k0fyi artemis android/fakeapp.pai.gen trojan/generic.asmalwad.1b pua:win32/presenoker malicious (score: 99) malware (ai score=92) trojan.androidos.fakeapp android/fakeapp.iy!tr,12.0,[12.0],B445B337416866D44463BED82E2167830A7959283C2A986A7560AB3C9581E102
